date,time,date_time,roadway,intersection,report_number
5/26/18,1845,5/26/18 18:45,ARDSLEY RD,SPRAIN RD,2018005094
6/25/18,748,6/25/18 7:48,WAREHOUSE LN,,2018006114
7/9/18,1536,7/9/18 15:36,W HARTSDALE AV,,2018006647
7/25/18,1222,7/25/18 12:22,PARK AV W,WOODLANDS AV N,2018007156
9/19/18,1331,9/19/18 13:31,HILLSIDE AVE,OLD TARRYTOWN RD,2018008920
9/15/18,1233,9/15/18 12:33,S.CENTRAL AV,,2018008796
11/1/18,1817,11/1/18 18:17,UNDERHILL RD,FORTHILL RD,2018010432
12/14/18,708,12/14/18 7:08,JACKSON AVE,GRASSY SPRAIN RD,2018011857
8/11/18,602,8/11/18 6:02,150 CLEARBROOK RD,,2018007699
11/26/18,1753,11/26/18 17:53,W HARTSDALE AVE,S WASHINGTON AVE,2018011307
10/17/18,1143,10/17/18 11:43,KNOLLWOOD RD,TARYTOWN RD,2018009871
1/13/18,1113,1/13/18 11:13,168 HILLSIDE AV,,2018000456
1/16/18,1400,1/16/18 14:00,GRANADA CRES,,2018000556
2/16/18,1759,2/16/18 17:59,WHITE PLAINS RD,I87,2018001602
2/17/18,1920,2/17/18 19:20,FORT HILL RD,,2018001645
3/6/18,1500,3/6/18 15:00,37 TARRYTOWN RD PKG L,,2018002230
7/24/18,1626,7/24/18 16:26,RIDGE RD,HILLCREST RD,2018007125
8/1/18,2124,8/1/18 21:24,KNOLLWOOD RD,,2018007414
9/18/18,1011,9/18/18 10:11,SAW MILL RIVER RD,,2018008879
10/27/18,501,10/27/18 5:01,JACKSON AV,,2018010271
8/22/18,2307,8/22/18 23:07,9 STADIUM RD,,2018008067
9/6/18,1700,9/6/18 17:00,ARDSLEY RD,OLD ARMY RD,2018008573
11/15/18,1715,11/15/18 17:15,SPRAIN RD,BOULDER RIDGE RD,2018010931
9/9/18,1234,9/9/18 12:34,N CENTRAL AVE,,2018008631
1/4/18,1900,1/4/18 19:00,SPRAIN RD,,2018000156
1/17/18,1633,1/17/18 16:33,N WASHINGTON AV,,2018000590
1/24/18,1445,1/24/18 14:45,FULTON ST,,2018000831
2/8/18,1101,2/8/18 11:01,W HARTSDALE AV,RIDGE RD,2018001328
2/28/18,720,2/28/18 7:20,1-BLK SPRAIN RD,,2018001973
3/7/18,2130,3/7/18 21:30,SPRAIN RD,,2018002279
3/11/18,1624,3/11/18 16:24,EDGEWOOD RD,SECOR RD,2018002397
3/15/18,3,3/15/18 3:03,JACKSON AV,SPRAIN BROOK PKW,2018002524
3/21/18,1430,3/21/18 14:30,OLD KENSICO RD,,2018002773
4/9/18,828,4/9/18 8:28,COLUMBIA AV,,2018003362
5/2/18,1511,5/2/18 15:11,SPRAIN RD,ARDSLEY RD,2018004177
5/22/18,1512,5/22/18 15:12,NEPPERHAN AV,,2018004941
5/26/18,2322,5/26/18 23:22,1134 DOBBS FERRY RD,FORREST BLVD,2018005105
5/29/18,1536,5/29/18 15:36,OLD TARRYTOWN RD,MAPLE ST,2018005190
5/31/18,1828,5/31/18 18:28,UNDERHILL RD,,2018005280
7/9/18,1405,7/9/18 14:05,HILLSIDE AV,,2018006642
7/14/18,2328,7/14/18 23:28,353 COUNTY CENTER RD,WINNETOU RD,2018006831
11/22/18,426,11/22/18 4:26,JACKSON AVE.,,2018011164
11/15/18,1530,11/15/18 15:30,OLD COLONY RD,,2018010943
10/21/18,1159,10/21/18 11:59,CHESTNUT ST,,2018010030
11/15/18,1539,11/15/18 15:39,S CENTRAL AVE,,2018010892
10/11/18,1021,10/11/18 10:21,STONELEIGH CLOSE,,2018009667
7/31/18,735,7/31/18 7:35,TERRACE ST,,2018007343
10/27/18,844,10/27/18 8:44,NORTH RD,,2018010275
11/29/18,1130,11/29/18 11:30,LAWRENCE DRIVE,VIRGINIA ROAD,2018011395
12/24/18,1350,12/24/18 13:50,BEECH ST,,2018012198
9/28/18,2225,9/28/18 22:25,TAXTER RD,,2018009248
12/3/18,951,12/3/18 9:51,250 CLEARBROOK RD,,2018011501
9/18/18,1956,9/18/18 19:56,320 SAW MILL RIVER RD,,2018008901
12/14/18,1420,12/14/18 14:20,WAREHOUSE LANE,,2018011874
10/3/18,1247,10/3/18 12:47,JACKSON AVE,,2018009385
10/15/18,1722,10/15/18 17:22,WHITTIER ST,,2018009805
10/17/18,1141,10/17/18 11:41,EVANDALE RD,,2018009867
9/18/18,819,9/18/18 8:19,KENNETH RD,,2018008876
9/18/18,1834,9/18/18 18:34,RIDGE ROAD,,2018008897
10/19/18,1915,10/19/18 19:15,HARTSDALE ROAD,,2018009973
12/5/18,2144,12/5/18 21:44,VERNE PL,DOBBS FERRY RD,2018011583
8/22/18,1455,8/22/18 14:55,W HARTSDALE AV,N WASHINGTON AV,2018008048
9/18/18,1834,9/18/18 18:34,RIDGE ROAD,,2018008897
12/18/18,15,12/18/18 1:15,JACKSON AVE,SPRAIN BROOK PKW,2018011979
8/29/18,1907,8/29/18 19:07,GRASSLANDS RD,CLEARBROOK RD,2018008288
11/4/18,1030,11/4/18 10:30,W HARTSDALE AVE,N CENTRAL AVE,2018010517
11/7/18,1430,11/7/18 14:30,S WASHINGTON AVE,S CENTRAL AVE,2018010645
11/16/18,1025,11/16/18 10:25,E HARTSDALE AVE,,2018010936
11/19/18,1758,11/19/18 17:58,TARRYTOWN,188 TARRYTOWN RD,2018011079
12/20/18,1800,12/20/18 18:00,1055 SAW MILL RIVER RD,,2018012061
12/22/18,1128,12/22/18 11:28,DOBBS FERRY RD,WORTHINGTON RD,2018012130
7/11/18,1756,7/11/18 17:56,39 FIELDSTONE DR,,2018006730
8/8/18,1640,8/8/18 16:40,DOBBS FERRY RD,STADIUM RD,2018007609
8/11/18,1824,8/11/18 18:24,W HARTSDALE AVE,,2018007723
8/25/18,1227,8/25/18 12:27,S CENTRAL AVE,739 S CENTRAL AVE,2018008144
8/27/18,1131,8/27/18 11:31,411 S CENTRAL AV,,2018008193
10/26/18,2134,10/26/18 21:34,N CENTRAL AVE,BATTLE AVE,2018010260
11/10/18,1004,11/10/18 10:04,222 E HARTSDALE AVE,STATION DR,2018010754
11/21/18,1514,11/21/18 15:14,W HARTSDALE AVE,,2018011140
12/27/18,952,12/27/18 9:52,89 KNOLLWOOD RD,,2018012263
12/31/18,708,12/31/18 7:08,31 DALEWOOD DR,,2018012379
7/22/18,1635,7/22/18 16:35,GREENWOOD LN,,2018007063
9/15/18,1452,9/15/18 14:52,298 OLD ARMY RD,,2018008798
9/29/18,932,9/29/18 9:32,180 E. HARTSDALE AVE SI,E. HARTSDALE AVE,2018009255
10/12/18,931,10/12/18 9:31,ARDSLEY RD,BRONX RIVER PKWY,2018009697
10/20/18,1047,10/20/18 10:47,S CENTRAL AVE,,2018009996
11/1/18,1650,11/1/18 16:50,E HARTSDALE AV,SITE A PARKING GAR,2018010428
11/3/18,950,11/3/18 9:50,ARDSLEY RD,,2018010485
12/22/18,1530,12/22/18 15:30,JACKSON AVE  (WB),,2018012138
7/24/18,1510,7/24/18 15:10,ARDSLEY RD,,2018007123
8/16/18,959,8/16/18 9:59,95 HIGHLAND RD,LAURA LA,2018007861
8/29/18,811,8/29/18 8:11,ARDSLEY RD,OLD ARMY RD,2018008263
9/8/18,330,9/8/18 3:30,JACKSON AVE,OLD JACKSON AV,2018008600
9/23/18,2342,9/23/18 23:42,JACKSON AVE.,,2018009069
9/29/18,1450,9/29/18 14:50,CENTRAL AVE,DRIVEWAY TO 531 S.,2018009268
11/5/18,1555,11/5/18 15:55,W.HARTSDALE AVE,KEATS AVE,2018010556
11/27/18,1120,11/27/18 11:20,PARKING LOT OF 100 SPR,,2018011329
12/3/18,1730,12/3/18 17:30,JACKSON AVE,,2018011519
12/16/18,1421,12/16/18 14:21,FORT HILL RD,,2018011928
12/17/18,1518,12/17/18 15:18,50 JACKSON AVE,,2018011963
12/22/18,1000,12/22/18 10:00,JACKSON AVE,,2018012126
8/8/18,905,8/8/18 9:05,HILLSIDE AVE,OLD TARRYTOWN RD,2018007589
8/9/18,1822,8/9/18 18:22,MANHATTAN AV,,2018007651
8/11/18,1046,8/11/18 10:46,333 SAW MILL RIVER RD,WAREHOUSE LN,2018007707
9/11/18,1354,9/11/18 13:54,GRASSLANDS RD,,2018008687
9/13/18,1906,9/13/18 19:06,DOBBS FERRY RD,,2018008746
9/20/18,2038,9/20/18 20:38,COUNTY CENTER RD,,2018008971
9/25/18,800,9/25/18 8:00,STONE OAKS DR,,2018009100
10/21/18,212,10/21/18 2:12,OLD TARRYTOWN RD,OLD KENSICO RD,2018010023
10/26/18,1707,10/26/18 17:07,79 ROSEMONT BLVD,,2018010250
11/10/18,959,11/10/18 9:59,CHELSEA RD,GRASSLANDS RD,2018010755
11/12/18,2036,11/12/18 20:36,KNOLLWOOD RD,,2018010821
11/15/18,1610,11/15/18 16:10,S CENTRAL AVE,HENRY ST,2018010894
11/30/18,1339,11/30/18 13:39,TARRYTOWN ROAD,CROSSROADS SHOPP,2018011431
12/6/18,1424,12/6/18 14:24,KNOLLWOOD RD,I-287,2018011605
12/11/18,1513,12/11/18 15:13,KNOLLWOOD RD,,2018011780
12/29/18,1735,12/29/18 17:35,TARRYTOWN RD,,2018012344
12/29/18,2209,12/29/18 22:09,FLORENCE AVE,,2018012349
9/10/18,1444,9/10/18 14:44,SAW MILL RIVER RD,,2018008664
9/12/18,900,9/12/18 9:00,KNOLLWOOD RD,OLD TARRYTOWN RD,2018008706
9/26/18,1015,9/26/18 10:15,KNOLLWOOD ROAD,EXIT OF WESTC. COM,2018009159
9/27/18,1045,9/27/18 10:45,WHITE PLAINS ROAD,RT 287 WB ENTRANC,2018009191
10/25/18,643,10/25/18 6:43,WHITE PLAINS RD,,2018010171
10/25/18,1708,10/25/18 17:08,DOBBS FERRY RD,STADIUM RD,2018010201
11/4/18,2145,11/4/18 21:45,TAXTER ROAD,,2018010535
11/6/18,2000,11/6/18 20:00,50 CABBOT AV,,2018010609
12/1/18,823,12/1/18 8:23,BENEDICT AVE,,2018011455
12/5/18,2145,12/5/18 21:45,OLD COUNTRY ROAD,,2018011584
12/10/18,735,12/10/18 7:35,SAW MILL RIVER RD,FIELDCREST DRIVE,2018011726
8/27/18,1700,8/27/18 17:00,DOBBS FERRY RD,NEW ST,2018008208
7/9/18,820,7/9/18 8:20,DOBBS FERRY RD,,2018006620
10/4/18,1200,10/4/18 12:00,W HARTSDALE AVE,,2018009427
10/14/18,100,10/14/18 1:00,PENNY LANE,,2018009762
10/23/18,2000,10/23/18 20:00,11 ROBERT LN,,2018010122
10/27/18,611,10/27/18 6:11,UNDERHILL RD,,2018010273
11/26/18,1800,11/26/18 18:00,TARRYTOWN RD,MANHATTAN AVE,2018011304
12/7/18,652,12/7/18 6:52,SAW MILL RIVER RD,LAWRENCE ST,2018011623
12/7/18,2246,12/7/18 22:46,20 HILLCREST AV,,2018011654
12/12/18,2108,12/12/18 21:08,DOBBS FERRY RD,W HARTSDALE RD,2018011823
9/25/18,1541,9/25/18 15:41,ARDSLEY RD,,2018009123
10/26/18,1110,10/26/18 11:10,SPRAIN RD,,2018010230
11/16/18,10,11/16/18 1:10,33 RIVERDALE AVE,ROSEMONT BLVD/ R,2018010917
11/22/18,1330,11/22/18 13:30,JACKSON AVE,,2018011172
11/23/18,1951,11/23/18 19:51,JACKSON AVE,,2018011214
11/27/18,750,11/27/18 7:50,JACKSON AVE,SPRAIN RD,2018011320
8/2/18,2105,8/2/18 21:05,ARDSLEY RD,SPRAIN RD,2018007444
8/13/18,1025,8/13/18 10:25,31 SPRAIN VALLEY RD,,2018007765
8/13/18,1608,8/13/18 16:08,ARDSLEY RD,EDGEMONT RD,2018007774
9/15/18,1734,9/15/18 17:34,TAXTER RD,,2018008802
9/22/18,1100,9/22/18 11:00,KNOLLWOOD RD,JOAN AVE,2018009015
9/28/18,500,9/28/18 5:00,JACKSON AVE,SPRAIN BROOK PKW,2018009215
10/5/18,1223,10/5/18 12:23,JACKSON AVE,,2018009463
10/12/18,1055,10/12/18 10:55,JACKSON AVE,GRASSY SPRAIN RD,2018009701
10/27/18,300,10/27/18 3:00,HARTSDALE RD,OLD KNOLLWOOD R,2018010270
11/15/18,1550,11/15/18 15:50,KNOLLWOOD  RD,,2018010895
12/21/18,1105,12/21/18 11:05,RIDGE RD,HILLCREST RD,2018012095
12/23/18,1312,12/23/18 13:12,SECOR RD,EDGEWOOD RD,2018012162
12/31/18,1803,12/31/18 18:03,TARRYTOWN RD,DOBBS FERRY RD,2018012390
7/31/18,830,7/31/18 8:30,WAYSIDE DRIVE,,2018007345
8/22/18,1409,8/22/18 14:09,TARRYTOWN RD,,2018008043
8/22/18,2330,8/22/18 23:30,SPENCER COURT,,2018008065
8/24/18,1750,8/24/18 17:50,DOBBS FERRY ROAD,,2018008123
9/20/18,1715,9/20/18 17:15,JOYCE ROAD,DARWOOD PLACE,2018008967
9/27/18,810,9/27/18 8:10,BUS LOT 475 W HARTSDA,,2018009187
9/27/18,1807,9/27/18 18:07,DOBBS FERRY RD,TARRYTOWN RD,2018009207
10/3/18,1010,10/3/18 10:10,PINEWOOD RD,,2018009375
10/3/18,1001,10/3/18 10:01,PINEWOOD RD,,2018009377
10/3/18,1800,10/3/18 18:00,KNOLLWOOD ROAD,HEVELYNE ROAD,2018009401
10/25/18,1607,10/25/18 16:07,JUNIPER HILL RD,,2018010199
11/15/18,1535,11/15/18 15:35,S CENTRAL AVE,,2018010891
11/27/18,1300,11/27/18 13:00,DOBBS FERRY ROAD,TARRYTOWN ROAD,2018011333
12/8/18,2153,12/8/18 21:53,SAW MILL RIVER RD,LAWRENCE ST,2018011699
11/10/18,1000,11/10/18 10:00,HARVARD DR,,2018010752
11/24/18,1016,11/24/18 10:16,S CENTRAL AVE,,2018011227
11/9/18,351,11/9/18 3:51,FIELDSTONE DR,CROSS ST,2018010712
11/9/18,1700,11/9/18 17:00,N CENTRAL AVE,,2018010733
11/5/18,1555,11/5/18 15:55,W.HARTSDALE AVE,KEATS AVE,2018010556
11/15/18,1550,11/15/18 15:50,CHATTERTON PKWY,N CENTRAL AVE,2018011055
11/15/18,1550,11/15/18 15:50,KNOLLWOOD  RD,,2018010895
8/12/18,310,8/12/18 3:10,782 HARTSDALE RD,,2018007731
9/9/18,2212,9/9/18 22:12,50 JACKSON PL,TOMAHAWK DR,2018008645
11/25/18,2336,11/25/18 23:36,TARRYTOWN RD,NORTH PL,2018011275
12/3/18,1435,12/3/18 14:35,ROSEMONT BLVD,TARRYTOWN RD,2018011512
12/12/18,706,12/12/18 7:06,E HARTSDALE AV,CATERSON TERR,2018011799
11/15/18,1550,11/15/18 15:50,KNOLLWOOD  RD,,2018010895
12/10/18,1721,12/10/18 17:21,JUNIPER HILL ROAD,,2018011747
1/2/19,1028,1/2/19 10:28,S CENTRAL AVE,,2019000031
1/2/19,2130,1/2/19 21:30,JACKSON AVE,SPRAIN PKWY N/B R,2019000058
1/2/19,1904,1/2/19 19:04,GRASSLANDS RD,,2019000055
1/2/19,945,1/2/19 9:45,200 OLD TARRYTOWN RD,,2019000030
1/2/19,814,1/2/19 8:14,DALEWOOD DR,PINEWOOD DR,2019000027
1/2/19,722,1/2/19 7:22,SAW MILL RIVER RD,,2019000025
1/2/19,1316,1/2/19 13:16,S CENTRAL PARK AVE,,2019000042
1/2/19,1530,1/2/19 15:30,COLUMBIA AVE,,2019000047
1/2/19,715,1/2/19 7:15,699 ARDSLEY RD,SPRAIN RD,2019000026
1/3/19,1350,1/3/19 13:50,CENTRAL AVE,CLIFTON RD,2018000075
1/3/19,1340,1/3/19 13:40,SAW MILL RIVER RD,,2019000074
1/4/19,1639,1/4/19 16:39,610 WHITE PLAINS RD,,2019000116
1/4/19,1000,1/4/19 10:00,TARRYTOWN RD,DOBBS FERRY RD.,2019000101
1/4/19,930,1/4/19 9:30,DOBBS FERRY RD,FOREST BLVD,2019000100
1/5/19,1654,1/5/19 16:54,JACKSON AVE,SPRAIN BROOK PKW,2019000139
1/5/19,1114,1/5/19 11:14,TARRYTOWN RD,FULTON ST,2019000128
1/6/19,1205,1/6/19 12:05,JACKSON AVE,SPRAIN PKWY N/B EX,2018000158
1/6/19,1425,1/6/19 14:25,JACKSON AV,SPRAIN BK PKWY SO,2019000163
1/6/19,1803,1/6/19 18:03,LAWRENCE DR,VIRGINIA RD,2019000167
1/7/19,2015,1/7/19 20:15,S CENTRAL AV,EAST HARTSDALE AV,2019000191
1/7/19,1635,1/7/19 16:35,215 N CENTRAL AVE,,2019000188
1/8/19,800,1/8/19 8:00,BENEDICT AVE,,2019000203
1/8/19,800,1/8/19 8:00,BENEDICT AVE,,2019000203
1/8/19,915,1/8/19 9:15,WHITE PLAINS RD,BENEDICT AVE,2019000204
1/8/19,624,1/8/19 6:24,4 E HARTSDALE,,2019000199
1/9/19,815,1/9/19 8:15,WHITE PLAINS ROAD,BENEDICT AVE,2019000239
1/9/19,2113,1/9/19 21:13,TARRYTOWN RD,,2019000267
1/9/19,820,1/9/19 8:20,CARLTON ST,FLORENCE DR,2019000238
1/9/19,551,1/9/19 5:51,EXECUTIVE BLVD,,2019000233
1/10/19,1007,1/10/19 10:07,324 N CENTRAL AVE,,2019000277
1/10/19,1713,1/10/19 17:13,HILLSIDE AVE,VIRGINIA RD,2019000293
1/11/19,936,1/11/19 9:36,GREENVALE CIR,,2019000310
1/11/19,1700,1/11/19 17:00,LAWRENCE ST,SAW MILL RIVER PKW,2019000335
1/11/19,905,1/11/19 9:05,HILLSIDE AVE,OLD TARRYTOWN RD,2019000309
1/11/19,2312,1/11/19 23:12,SECOR RD,WEST HARTSDALE,2019000345
1/11/19,905,1/11/19 9:05,HILLSIDE AVE,OLD TARRYTOWN RD,2019000309
1/11/19,2014,1/11/19 20:14,S CENTRAL AVE,,2019000342
1/11/19,1300,1/11/19 13:00,TARRYTOWN ROAD,FAIR STREET,2019000323
1/11/19,1648,1/11/19 16:48,S CENTRAL AVE,,2019000330
1/12/19,1007,1/12/19 10:07,SAW MILL RIVER RD,PAYNE ST,2018000355
1/13/19,1850,1/13/19 18:50,CENTRAL AVE,ARDSLEY RD,2019000399
1/13/19,1615,1/13/19 16:15,AQUADUCT RD,,2019000393
1/13/19,1609,1/13/19 16:09,FORT HILL RD,SKYTOP RD,2019000395
1/13/19,1430,1/13/19 14:30,LARCHMONT ST,RIVERVIEW AVE,2019000394
1/13/19,1306,1/13/19 13:06,540 SAW MILL RIVER RD,,2019000390
1/13/19,1650,1/13/19 16:50,DOBBS FERRY ROAD,LANDERS MANOR RD,2019000396
1/14/19,1830,1/14/19 18:30,S CENTRAL AVE,MT JOY AVE,2019000421
1/14/19,1726,1/14/19 17:26,E HARTSDALE AVE,ROCKLEDGE RD,2019000420
1/14/19,1700,1/14/19 17:00,SECOR ROAD,,2019000417
1/15/19,24,1/15/19 2:24,150 JACKSON AVE,OLD JACKSON AVE,2019000427
1/16/19,800,1/16/19 8:00,500 W HARTSDALE AVE,,2019000456
1/16/19,1550,1/16/19 15:50,CENTRAL AVE,,2019000480
1/16/19,1545,1/16/19 15:45,GRASSLANDS RD,LEGION DR,2019000482
1/16/19,800,1/16/19 8:00,500 W HARTSDALE AVE,,2019000456
1/16/19,1303,1/16/19 13:03,45 TARRYTOWN RD,,2019000473
1/16/19,1300,1/16/19 13:00,W. HARTSDALE AVE,S. WASHINGTON AVE,2019000475
1/16/19,1520,1/16/19 15:20,CENTRAL AVE,S. HEALY AVE,2019000479
1/16/19,1900,1/16/19 19:00,ARDSLEY RD,FORT HILL RD,2019000489
1/16/19,1930,1/16/19 19:30,FORT HILL RD,,2019000490
1/17/19,1510,1/17/19 15:10,MOUNTAIN RD,,2019000520
1/17/19,1710,1/17/19 17:10,SECOR ROAD,,2019000525
1/18/19,1810,1/18/19 18:10,SAWMILL RVR RD,,2019000553
1/18/19,1520,1/18/19 15:20,W HARTSDALE AV,RIDGE RD,2019000546
1/19/19,1731,1/19/19 17:31,201 TARRYTOWN RD,,2019000583
1/19/19,1716,1/19/19 17:16,JACKSON AVE,,2019000582
1/19/19,2230,1/19/19 22:30,S. CENTRAL AVE,E. HARTSDALE AVE,2019000590
1/19/19,2310,1/19/19 23:10,HILLSIDE AVE,,2019000591
1/21/19,1411,1/21/19 14:11,TARRYTOWN RD.,,2019000636
1/21/19,1411,1/21/19 14:11,TARRYTOWN RD,,2019000635
1/22/19,758,1/22/19 7:58,W HARTSDALE AVE,N WASHINGTON AVE,2019000651
1/23/19,1050,1/23/19 10:50,JACKSON AVE,,2019000686
1/23/19,824,1/23/19 8:24,VIRGINIA RD,,2019000682
1/23/19,2045,1/23/19 20:45,WHITE PLAINS RD,NYS I-287 ON RAMP,2019000706
1/24/19,1718,1/24/19 17:18,TARRYTOWN RD,,2019000739
1/24/19,1130,1/24/19 11:30,SECOR ROAD,,2019000726
1/24/19,718,1/24/19 7:18,24 TARRYTOWN RD,AQUEDUCT RD,2019000717
1/24/19,1530,1/24/19 15:30,JACKSON AVE,SPRAIN PKWY S/B EN,2019000738
1/24/19,915,1/24/19 9:15,WHITE PLAINS RD,,2019000718
1/25/19,1821,1/25/19 18:21,JACKSON AVE,,2019000776
1/25/19,755,1/25/19 7:55,SAW MILL RVR RD,,2019000754
1/25/19,1711,1/25/19 17:11,DOBBS FERRY RD,SPRAIN BRROK PARK,2019000774
1/25/19,1630,1/25/19 16:30,5OO EXECUTIVE BLVD.,,2019000773
1/25/19,1840,1/25/19 18:40,SECORD RD.,MILTON RD.,2019000777
1/27/19,1541,1/27/19 15:41,N CENTRAL AVE,W HARTSDALE AVE,2019000827
1/27/19,1338,1/27/19 13:38,S CENTRAL AV,,2019000824
1/28/19,1407,1/28/19 14:07,543 TARRYTOWN RD,,2019000847
1/28/19,1300,1/28/19 13:00,S CENTRAL AVE,,2010000845
1/28/19,1800,1/28/19 18:00,SAW MILL RIVER RD.,PAYNE STREET,2019000852
1/28/19,609,1/28/19 6:09,W HARTSDALE AVE,,2019000839
1/29/19,1900,1/29/19 19:00,CENTRAL AVE,,2019000878
1/29/19,758,1/29/19 7:58,W HARTSDALE AVE,N WASHINGTON AVE,2019000651
1/30/19,902,1/30/19 9:02,S CENTRAL AVE,,2019000888
1/30/19,1847,1/30/19 18:47,TARRYTOWN RD,AQUEDUCT RD,2019000901
1/31/19,1519,1/31/19 15:19,N CENTRAL AVE,BATTLE AVE,2019000934
1/31/19,2040,1/31/19 20:40,WHITE PLAINS RD,RT 287 WB ENTRANC,2019000948
1/31/19,917,1/31/19 9:17,GRASSLANDS RD,SPRAIN BROOK PKW,2019000921
1/31/19,1245,1/31/19 12:45,SAW MILL RIVER RD,HUNTER LN,2019000928
2/1/19,1200,2/1/19 12:00,ARDSLEY RD,SPRAIN VALLEY RD,2019000961
2/1/19,1820,2/1/19 18:20,50 TARRYTOWN RD,ENTRANCE TO 50 TA,2019000971
2/1/19,850,2/1/19 8:50,ARDSLEY RD,FORT HILL RD,2019000957
2/2/19,1027,2/2/19 10:27,ARDSLEY RD,,2019000981
2/2/19,1027,2/2/19 10:27,ARDSLEY RD,,2019000981
2/3/19,1250,2/3/19 12:50,S CENTRAL AVE,W HARTSDALE AVE,2019001008
2/3/19,920,2/3/19 9:20,GRASSLANDS RD,SPRAIN BROOK PARK,2019001004
2/3/19,1623,2/3/19 16:23,7 OLD KNOLLWOOD RD.,STADIUM RD,2019001014
2/4/19,1450,2/4/19 14:50,CENTRAL AVE,E HARTSDALE AVE,2019001040
2/4/19,1832,2/4/19 18:32,FORT HILL RD,ARDSLEY RD,2019001047
2/4/19,1350,2/4/19 13:50,KNOLLWOOD RD,STADIUM RD,2019001035
2/5/19,1322,2/5/19 13:22,N CENTRAL AVE,E HARTSDALE AVE,2019001077
2/5/19,1459,2/5/19 14:59,ARDSLEY RD,,2019001083
2/5/19,1600,2/5/19 16:00,KNOLLWOOD RD,STADIUM RD,2019001085
2/5/19,1535,2/5/19 15:35,ARDSLEY RD,,2019001086
2/6/19,1646,2/6/19 16:46,1160 KNOLLWOOD RD,,2019001113
2/6/19,2054,2/6/19 20:54,CENTRAL AVE,,2019001128
2/6/19,1335,2/6/19 13:35,GRASSLANDS RD,ARTHUR LANE,2019001108
2/7/19,1256,2/7/19 12:56,50 JACKSON AVE,,2019001160
2/7/19,1932,2/7/19 19:32,S CENTRAL AV,,2019001170
2/8/19,1251,2/8/19 12:51,KNOLLWOOD RD,,2019001192
2/8/19,950,2/8/19 9:50,WHITE PLAINS RD,DUNNINGS DRIVE,2019001184
2/8/19,1226,2/8/19 12:26,W HARTSDALE AVE,S WASHINGTON AVE,2019001191
2/9/19,1039,2/9/19 10:39,TARRYTOWN RD,,2019001214
2/9/19,2112,2/9/19 21:12,S CENTRAL AVE,,2019001232
2/9/19,621,2/9/19 6:21,DOBBS FERRY RD (RT 100,HARTSDALE RD (TOW,2019001210
2/10/19,1540,2/10/19 15:40,FORT HILL RD,ARDSLEY RD,2019001255
2/10/19,1530,2/10/19 15:30,JACKSON AVE,SPRAIN PKWY N/B EX,2019001254
2/11/19,1526,2/11/19 15:26,ARDSLEY RD,SEELY PL,2019001285
2/11/19,916,2/11/19 9:16,35 HENRY ST,SEELY PL,2019001273
2/11/19,1311,2/11/19 13:11,E HARTSDALE AVE,N CENTRAL AVE,2019001279
2/12/19,1525,2/12/19 15:25,100 SPRAIN RD,,2019001323
2/12/19,1045,2/12/19 10:45,BENEDICT AVE,SKEGGS RD,2019001310
2/12/19,1354,2/12/19 13:54,HILLSIDE AV,LAWRENCE AV,2019001317
2/12/19,1907,2/12/19 19:07,SAW MILL RIVER RD,SECOR RD,2019001330
2/12/19,1600,2/12/19 16:00,KNOLLWOOD RD,DOBBS FERRY ROAD,2019001326
2/12/19,1217,2/12/19 12:17,JACKSON AVE,SPRAIN RIDGE PARK,2019001314
2/13/19,1000,2/13/19 10:00,W HARTSDALE AVE,RIDGE RD,2019001347
2/13/19,704,2/13/19 7:04,BIRCH HILL RD,,2019001336
2/13/19,829,2/13/19 8:29,MT JOY RD,,2019001341
2/13/19,1736,2/13/19 17:36,W HARTSDAE AVE,PAT CAPONE RD,2019001358
2/13/19,845,2/13/19 8:45,WAREHOUSE LN,SAMS CLUB S PARKIN,2019001342
2/13/19,1810,2/13/19 18:10,SAW MILL RIVER RD,,2019001360
2/13/19,1700,2/13/19 17:00,GIBSON AVE,,2019001356
2/13/19,900,2/13/19 9:00,SAW MILL RIVER RD,OLD SAW MILL RIVER,2019001343
2/13/19,1824,2/13/19 18:24,S CENTRAL AV,,2019001359
2/13/19,838,2/13/19 8:38,ALGONQUIN DR,PINE LN,2019001340
2/14/19,1815,2/14/19 18:15,HILLSIDE AVE,VIRGINIA ROAD,2019001399
2/14/19,1830,2/14/19 18:30,SPRAIN RD,CROSS ST,2019001398
2/15/19,1456,2/15/19 14:56,SAW MILL RIVER RD,OLD COUNTRY RD,2019001426
2/15/19,1600,2/15/19 16:00,JACKSON AVE,SPRIAN PKWY SB EN,2019001428
2/15/19,948,2/15/19 9:48,TARRYTOWN RD,50 TARRYTOWN RD,2019001413
2/15/19,2015,2/15/19 20:15,SPRAIN RD,,2019001440
2/16/19,1035,2/16/19 10:35,DOBBS FERRY RD,,2019001443
2/18/19,1610,2/18/19 16:10,ARSDLEY RD,OLD ARMY RD,2019001494
2/18/19,1641,2/18/19 16:41,268 TARRYTOWN RD,,2019001495
2/18/19,940,2/18/19 9:40,W HARTSDALE RD,SECOR RD,2019001485
2/19/19,1406,2/19/19 14:06,SAW MILL RIVER RD,N PAYNE ST,2019001513
2/19/19,1645,2/19/19 16:45,FORT HILL RD,ARDSLEY RD,2019001517
2/19/19,1138,2/19/19 11:38,SAWN MILL RIVER RD,FAIRVIEW PARK DR,2019001507
